t_s,t_capture,in_J4_deg,filt_J4_deg,target_J4_deg,cmd_J4_deg,act_J4_deg,ratelim_J4,rangeclamp_J4,halted_J4
2.739955,1788213281.354825,149.4712,149.0196,149.0196,48.0847,43.4388,1,1,0
2.747986,1788213281.354825,149.4712,149.0418,149.0418,48.4047,43.7597,1,1,0
2.756003,1788213281.369893,149.7749,149.1068,149.1068,48.7247,44.0805,1,1,0
2.764017,1788213281.369893,149.7749,149.1396,149.1396,49.0447,44.3209,1,1,0
2.772030,1788213281.386926,149.6431,149.1894,149.1894,49.3647,44.7215,1,1,0
2.780695,1788213281.386926,149.6431,149.2116,149.2116,49.6847,44.9618,1,1,0
2.787632,1788213281.401536,149.8458,149.2660,149.2660,50.0047,45.2821,1,1,0
2.796158,1788213281.401536,149.8458,149.2943,149.2943,50.3247,45.6027,1,1,0
2.804725,1788213281.419063,149.0335,149.2680,149.2680,50.6447,45.9271,1,1,0
2.812334,1788213281.419063,149.0335,149.2566,149.2566,50.9647,46.2560,1,1,0
2.820308,1788213281.437690,-4.0283,131.9268,131.9268,51.2847,46.5883,1,1,0
2.828399,1788213281.447288,149.2321,132.9772,132.9772,51.6047,46.9230,1,1,0
2.836733,1788213281.453630,-4.1084,126.8704,126.8704,51.9247,47.2594,1,1,0
2.844820,1788213281.462246,147.1473,128.0554,128.0554,52.2447,47.5968,1,1,0
2.851876,1788213281.470824,-4.1665,119.8017,119.8017,52.5647,47.8502,1,1,0
2.859922,1788213281.478827,-4.2333,112.1109,112.1109,52.8847,48.1882,1,1,0
2.868073,1788213281.487972,-4.2645,103.5485,103.5485,53.2047,48.5259,1,1,0
2.876116,1788213281.496016,-4.3469,96.2170,96.2170,53.5247,48.8632,1,1,0
2.884182,1788213281.504082,-4.3844,89.1329,89.1329,53.8447,49.1998,1,1,0
2.892731,1788213281.511631,-4.3964,82.7635,82.7635,54.1647,49.5356,1,1,0
2.900806,1788213281.511631,-4.3964,76.3557,76.3557,54.4847,49.8705,1,1,0
2.908788,1788213281.523659,146.9342,83.4890,83.4890,54.8047,50.2045,1,1,0
2.916802,1788213281.528688,-4.3338,79.4187,79.4187,55.1247,50.4543,1,1,0
2.924668,1788213281.539230,148.0439,85.4518,85.4518,55.4447,50.7865,1,1,0
2.932637,1788213281.545567,-4.2127,80.3861,80.3861,55.7647,51.1176,1,1,0
2.940262,1788213281.554558,146.4747,85.3229,85.3229,56.0847,51.4478,1,1,0
2.948306,1788213281.562183,-4.0764,79.4233,79.4233,56.4047,51.7771,1,1,0
2.956348,1788213281.571238,-4.0696,72.8182,72.8182,56.7247,52.1054,1,1,0
2.964391,1788213281.579262,-4.0772,67.2722,67.2722,57.0447,52.4330,1,1,0
2.972939,1788213281.587313,-4.1169,62.0264,62.0264,57.3647,52.6781,1,1,0
2.979979,1788213281.595838,-4.1382,56.8424,56.8424,57.0447,53.0042,1,0,0
2.988506,1788213281.603404,-4.1619,52.5178,52.5178,56.7247,53.3297,1,0,0
2.996040,1788213281.611933,-4.1573,48.0013,48.0013,56.4047,53.6527,1,0,0
3.005286,1788213281.620627,-4.1127,43.7607,43.7607,56.0847,53.9643,1,0,0
3.013126,1788213281.628980,-4.0376,40.0034,40.0034,55.7647,54.2558,1,0,0
3.021327,1788213281.636217,-3.9751,36.9674,36.9674,55.4447,54.5210,1,0,0
3.029460,1788213281.646258,-3.9115,33.1709,33.1709,55.1247,54.7554,1,0,0
3.036974,1788213281.654377,-3.8925,30.3425,30.3425,54.8047,54.9560,1,0,0
3.045314,1788213281.663485,139.7817,39.0290,39.0290,54.4847,55.0833,1,0,0
3.052856,1788213281.669745,-3.9079,36.6081,36.6081,54.1647,55.2209,1,0,0
3.060869,1788213281.678752,139.3285,44.2330,44.2330,53.8447,55.3186,1,0,0
3.068871,1788213281.687778,-3.9539,40.6199,40.6199,53.5247,55.3653,1,0,0
3.076889,1788213281.695781,-3.9670,37.6066,37.6066,53.2047,55.3940,1,0,0
3.084943,1788213281.703835,-3.9247,34.7666,34.7666,52.8847,55.3863,1,0,0
3.093370,1788213281.712252,-3.8906,32.0030,32.0030,52.5647,55.3449,1,0,0
3.101090,1788213281.720444,-3.7617,29.5035,29.5035,52.2447,55.2723,1,0,0
3.109234,1788213281.725626,134.5893,33.9822,33.9822,51.9247,55.1709,1,0,0
3.117149,1788213281.729134,-3.7454,32.8626,32.8626,51.6047,55.0432,1,0,0
3.124687,1788213281.744587,-3.7087,28.5445,28.5445,51.2847,54.8917,1,0,0
3.132690,1788213281.744587,-3.7087,26.4462,26.4462,50.9647,54.7186,1,0,0
3.141232,1788213281.755593,130.3442,34.9245,34.9245,50.6447,54.5261,1,0,0
3.149234,1788213281.762135,-3.7998,32.9571,32.9571,50.3247,54.3161,1,0,0
3.156743,1788213281.771634,128.0485,39.3927,39.3927,50.0047,54.0906,1,0,0
3.164752,1788213281.778649,-3.9607,37.1477,37.1477,49.6847,53.9124,1,0,0
3.172759,1788213281.787718,-3.9896,34.4003,34.4003,49.3647,53.6639,1,0,0
3.181423,1788213281.795736,-4.0033,32.0878,32.0878,49.0447,53.4043,1,0,0
3.189522,1788213281.803409,-4.0141,29.9806,29.9806,48.7247,53.1351,1,0,0
3.197617,1788213281.812501,-3.9857,27.6409,27.6409,48.4047,52.8574,1,0,0
3.204924,1788213281.820191,-3.9447,25.7680,25.7680,48.0847,52.5724,1,0,0
3.213609,1788213281.832452,112.8802,33.2553,33.2553,47.7647,52.2810,1,0,0
3.221640,1788213281.837454,-3.9421,31.8584,31.8584,47.4447,51.9841,1,0,0
3.229871,1788213281.845542,-3.9860,29.7075,29.7075,47.1247,51.6826,1,0,0
3.237542,1788213281.853788,-4.0363,27.6272,27.6272,46.8047,51.3772,1,0,0
3.244959,1788213281.863584,103.1735,32.8148,32.8148,46.4847,51.0683,1,0,0
3.253016,1788213281.869895,-4.0995,31.1145,31.1145,46.1647,50.8349,1,0,0
3.260872,1788213281.878325,92.8699,34.6939,34.6939,45.8447,50.5214,1,0,0
3.269419,1788213281.887315,-4.1503,32.2640,32.2640,45.5247,50.2060,1,0,0
3.276937,1788213281.895818,-4.1679,30.0714,30.0714,45.2047,49.8888,1,0,0
3.285686,1788213281.903383,-4.1597,28.2031,28.2031,44.8847,49.5704,1,0,0
3.293765,1788213281.911667,-4.1286,26.2612,26.2612,44.5647,49.2508,1,0,0
3.301756,1788213281.920659,-4.1559,24.2733,24.2733,44.2447,48.9304,1,0,0
3.309317,1788213281.929217,-4.1661,22.4873,22.4873,43.9247,48.6093,1,0,0
3.317362,1788213281.937262,-4.1868,20.8976,20.8976,43.6047,48.3682,1,0,0
3.325906,1788213281.942247,68.0208,22.6200,22.6200,43.2847,48.0460,1,0,0
3.333893,1788213281.945806,-4.2030,21.9040,21.9040,42.9647,47.7197,1,0,0
3.341488,1788213281.961388,-4.2103,19.1083,19.1083,42.6447,47.3886,1,0,0
3.349176,1788213281.961388,-4.2103,17.7496,17.7496,42.3247,47.0540,1,0,0
3.357200,1788213281.973181,56.2400,20.8624,20.8624,42.0047,46.7168,1,0,0
3.365224,1788213281.979219,-4.2394,19.7700,19.7700,41.6847,46.3781,1,0,0
3.373702,1788213281.989172,48.6333,21.7325,21.7325,41.3647,46.0383,1,0,0
3.381648,1788213281.995594,-4.2445,20.5525,20.5525,41.0447,45.6981,1,0,0
3.390309,1788213282.005175,41.0997,21.8875,21.8875,40.7247,45.5281,1,0,0
3.397871,1788213282.011727,-4.2577,20.6885,20.6885,40.4047,45.1032,1,0,0
3.405935,1788213282.020798,-4.2933,19.1185,19.1185,40.0847,44.7668,1,0,0
3.413992,1788213282.028853,-4.3484,17.7906,17.7906,39.7647,44.4331,1,0,0
3.422125,1788213282.037912,-4.4136,16.3805,16.3805,39.4447,44.0993,1,0,0
3.430070,1788213282.045930,-4.4523,15.1954,15.1954,39.1247,43.7655,1,0,0
3.437091,1788213282.053862,-4.4662,14.0838,14.0838,38.8047,43.4319,1,0,0
3.445680,1788213282.062638,-4.4698,12.9275,12.9275,38.4847,43.0988,1,0,0
3.453746,1788213282.070580,-4.4547,11.9391,11.9391,38.1647,42.7663,1,0,0
3.461802,1788213282.079691,-4.4294,10.8796,10.8796,37.8447,42.5173,1,0,0
3.469848,1788213282.087727,-4.4364,9.9977,9.9977,37.5247,42.1860,1,0,0
3.477778,1788213282.095662,-4.4638,9.1745,9.1745,37.2047,41.8554,1,0,0
3.485787,1788213282.104689,-4.5087,8.2963,8.2963,36.8847,41.5257,1,0,0
3.493328,1788213282.112210,-4.5738,7.6007,7.6007,36.5647,41.1967,1,0,0
3.501881,1788213282.120785,-4.6149,6.8545,6.8545,36.2447,40.8684,1,0,0
3.509929,1788213282.128833,-4.6084,6.1957,6.1957,35.9247,40.5409,1,0,0
3.517512,1788213282.137412,-4.5996,5.5382,5.5382,35.6047,40.2141,1,0,0
3.525603,1788213282.145503,-4.6123,4.9542,4.9542,35.2847,39.8880,1,0,0
3.533667,1788213282.145503,15.4540,5.5438,5.5438,34.9647,39.5625,1,0,0
3.542228,1788213282.161104,12.5952,6.2649,6.2649,34.6447,39.3188,1,0,0
3.550280,1788213282.162128,-4.5187,6.1844,6.1844,34.3247,38.9943,1,0,0
3.557843,1788213282.176736,10.6244,6.6090,6.6090,34.0047,38.6704,1,0,0
3.565890,1788213282.178741,-4.3532,6.4514,6.4514,33.6847,38.3469,1,0,0
3.573902,1788213282.191818,9.5310,6.7160,6.7160,33.3647,38.0238,1,0,0
3.581985,1788213282.195808,-4.2093,6.4101,6.4101,33.0447,37.7011,1,0,0
3.589985,1788213282.207557,9.2129,6.6271,6.6271,32.7247,37.4594,1,0,0
3.598060,1788213282.211921,-4.1853,6.2991,6.2991,32.4047,37.0559,1,0,0
3.606089,1788213282.222993,7.5062,6.3872,6.3872,32.0847,36.7287,1,0,0
3.613644,1788213282.228985,-4.2081,5.9533,5.9533,31.7647,36.4806,1,0,0
3.621684,1788213282.239578,5.9255,5.9514,5.9514,31.4447,36.1471,1,0,0
3.629729,1788213282.245625,-4.2964,5.5299,5.5299,31.1247,35.8113,1,0,0
3.637791,1788213282.255690,4.9460,5.4913,5.4913,30.8047,35.4740,1,0,0
3.646334,1788213282.262235,-4.2246,5.0620,5.0620,30.4847,35.1358,1,0,0
3.654380,1788213282.271274,-4.1686,4.5082,4.5082,30.1647,34.7972,1,0,0
3.661406,1788213282.279295,-4.0796,4.0477,4.0477,29.8447,34.4587,1,0,0
3.670480,1788213282.286845,-4.0881,3.6357,3.6357,29.5247,34.1206,1,0,0
3.678534,1788213282.295434,-4.0799,3.1945,3.1945,29.2047,33.7831,1,0,0
3.686578,1788213282.304490,-4.0233,2.7612,2.7612,28.8847,33.5304,1,0,0
3.694126,1788213282.312007,-3.9638,2.4228,2.4228,28.5647,33.1943,1,0,0
3.702173,1788213282.321073,-3.9400,2.0413,2.0413,28.2447,32.8592,1,0,0
3.710270,1788213282.329179,-3.9419,1.7188,1.7188,27.9247,32.5250,1,0,0
3.718743,1788213282.336632,-3.9376,1.4376,1.4376,27.6047,32.1919,1,0,0
3.726781,1788213282.345681,-3.9898,1.1141,1.1141,27.2847,31.8599,1,0,0
3.734359,1788213282.349220,1.8607,1.1321,1.1321,26.9647,31.5289,1,0,0
3.741922,1788213282.361822,-3.8976,0.7267,0.7267,26.6447,31.2813,1,0,0
3.749954,1788213282.363841,1.2250,0.7336,0.7336,26.3247,30.9520,1,0,0
3.758542,1788213282.370851,-3.8721,0.5199,0.5199,26.0047,30.6236,1,0,0
3.766548,1788213282.379459,1.2950,0.5634,0.5634,25.6847,30.2960,1,0,0
3.774184,1788213282.387449,-3.7229,0.3396,0.3396,25.3647,29.9693,1,0,0
3.782679,1788213282.395135,0.3461,0.3400,0.3400,25.0447,29.6433,1,0,0
3.790478,1788213282.404090,-3.6808,0.1075,0.1075,24.7247,29.3180,1,0,0
3.798606,1788213282.411397,-3.7240,-0.0750,-0.0750,24.4047,29.0745,1,0,0
3.806616,1788213282.425439,0.0582,-0.0634,-0.0634,24.0847,28.7502,1,0,0
3.814076,1788213282.428503,-3.8660,-0.1410,-0.1410,23.7647,28.4265,1,0,0
3.822132,1788213282.442032,-1.1101,-0.2224,-0.2224,23.4447,28.1033,1,0,0
3.830771,1788213282.445561,-3.9574,-0.3096,-0.3096,23.1247,27.7805,1,0,0
3.838107,1788213282.456672,-0.9145,-0.3518,-0.3518,22.8047,27.4581,1,0,0
3.846185,1788213282.462551,-4.0133,-0.4915,-0.4915,22.4847,27.1361,1,0,0
3.854272,1788213282.472111,-1.8866,-0.5758,-0.5758,22.1647,26.8947,1,0,0
3.862890,1788213282.478735,-4.0607,-0.7244,-0.7244,21.8447,26.5728,1,0,0
3.870901,1788213282.488748,-1.8001,-0.7921,-0.7921,21.5247,26.2473,1,0,0
3.878891,1788213282.495791,-4.0773,-0.9402,-0.9402,21.2047,25.9174,1,0,0
3.886451,1788213282.503329,-3.0957,-1.0437,-1.0437,20.8847,25.5843,1,0,0
3.894527,1788213282.511894,-4.0109,-1.2044,-1.2044,20.5647,25.2489,1,0,0
3.902111,1788213282.520496,-3.9977,-1.3562,-1.3562,20.2447,24.9119,1,0,0
3.910160,1788213282.529057,-3.9809,-1.4980,-1.4980,19.9247,24.5740,1,0,0
3.919166,1788213282.537076,-4.0595,-1.6279,-1.6279,19.6047,24.2357,1,0,0
3.927204,1788213282.546105,-4.1032,-1.7682,-1.7682,19.2847,23.8974,1,0,0
3.934732,1788213282.553529,-4.1140,-1.8785,-1.8785,18.9647,23.6439,1,0,0
3.942324,1788213282.562224,-4.1036,-1.9999,-1.9999,18.6447,23.3064,1,0,0
3.950378,1788213282.566240,-3.0802,-2.0280,-2.0280,18.3247,22.9696,1,0,0
3.958930,1788213282.571276,-4.1201,-2.0956,-2.0956,18.0047,22.6336,1,0,0
3.966693,1788213282.581368,-2.9555,-2.1495,-2.1495,17.6847,22.2986,1,0,0
3.974751,1788213282.587592,-4.0790,-2.2258,-2.2258,17.3647,21.9646,1,0,0
3.982305,1788213282.596652,-3.5808,-2.3022,-2.3022,17.0447,21.6316,1,0,0
3.990915,1788213282.603724,-3.8569,-2.3715,-2.3715,16.7247,21.2996,1,0,0
3.998929,1788213282.612829,-3.8579,-2.4556,-2.4556,16.4047,20.9687,1,0,0
4.006997,1788213282.620347,-3.8440,-2.5210,-2.5210,16.0847,20.7211,1,0,0
4.015188,1788213282.628547,-3.8491,-2.5889,-2.5889,15.7647,20.3918,1,0,0
4.022724,1788213282.637605,-3.8379,-2.6590,-2.6590,15.4447,20.0635,1,0,0
4.030881,1788213282.645625,-3.8022,-2.7161,-2.7161,15.1247,19.7360,1,0,0
4.039185,1788213282.653798,-3.8280,-2.7725,-2.7725,14.8047,19.4093,1,0,0
4.046926,1788213282.662550,-3.9131,-2.8342,-2.8342,14.4847,19.0833,1,0,0
4.054253,1788213282.674153,-3.9598,-2.9134,-2.9134,14.1647,18.7580,1,0,0
4.063184,1788213282.680043,-3.9613,-2.9522,-2.9522,13.8447,18.4334,1,0,0
4.071214,1788213282.690117,-4.0440,-3.0194,-3.0194,13.5247,18.1093,1,0,0
4.079597,1788213282.695477,-3.9409,-3.0505,-3.0505,13.2047,17.8666,1,0,0
4.087133,1788213282.705498,-4.6360,-3.1475,-3.1475,12.8847,17.5433,1,0,0
4.095464,1788213282.711748,-3.9648,-3.1793,-3.1793,12.5647,17.2206,1,0,0
4.103088,1788213282.721190,-5.5085,-3.3139,-3.3139,12.2447,16.8982,1,0,0
4.111199,1788213282.728747,-3.9750,-3.3449,-3.3449,11.9247,16.5761,1,0,0
4.119635,1788213282.737418,-3.9173,-3.3753,-3.3753,11.6047,16.2543,1,0,0
4.126705,1788213282.744607,-3.8910,-3.3982,-3.3982,11.2847,15.9329,1,0,0
4.135257,1788213282.754140,-3.8602,-3.4251,-3.4251,10.9647,15.6919,1,0,0
4.142848,1788213282.761732,-3.8364,-3.4443,-3.4443,10.6447,15.3704,1,0,0
4.151883,1788213282.770764,-3.8236,-3.4652,-3.4652,10.3247,15.0453,1,0,0
4.159449,1788213282.778330,-3.8300,-3.4822,-3.4822,10.0047,14.7158,1,0,0
4.167445,1788213282.787345,-3.8535,-3.5025,-3.5025,9.6847,14.3830,1,0,0
4.174973,1788213282.794873,-3.8322,-3.5178,-3.5178,9.3647,14.0478,1,0,0
4.183731,1788213282.797874,-5.4498,-3.5544,-3.5544,9.0447,13.7110,1,0,0
4.190977,1788213282.803631,-3.7729,-3.5622,-3.5622,8.7247,13.3733,1,0,0
4.199014,1788213282.813017,-5.6554,-3.6815,-3.6815,8.4047,13.0352,1,0,0
4.207133,1788213282.821010,-3.6325,-3.6791,-3.6791,8.0847,12.6970,1,0,0
4.215112,1788213282.829015,-5.1677,-3.7519,-3.7519,7.7647,12.3592,1,0,0
4.223679,1788213282.838032,-3.4431,-3.7350,-3.7350,7.4447,12.1062,1,0,0
4.232011,1788213282.845289,-5.5103,-3.8141,-3.8141,7.1247,11.7695,1,0,0
4.240042,1788213282.854058,-3.4011,-3.7921,-3.7921,6.8047,11.4336,1,0,0
4.247600,1788213282.861457,-3.4278,-3.7756,-3.7756,6.4847,11.0986,1,0,0
4.256131,1788213282.870058,-3.3944,-3.7557,-3.7557,6.1647,10.7646,1,0,0
4.263878,1788213282.879230,-3.3348,-3.7324,-3.7324,5.8447,10.4316,1,0,0
4.272029,1788213282.890660,-5.7409,-3.8692,-3.8692,5.5247,10.0997,1,0,0
4.279671,1788213282.895557,-3.2945,-3.8517,-3.8517,5.2047,9.8514,1,0,0
4.287332,1788213282.906105,-4.6855,-3.9043,-3.9043,4.8847,9.5212,1,0,0
4.295947,1788213282.911788,-3.1973,-3.8796,-3.8796,4.5647,9.1919,1,0,0
4.304064,1788213282.921864,-5.1824,-3.9582,-3.9582,4.2447,8.8636,1,0,0
4.311566,1788213282.928447,-3.1364,-3.9252,-3.9252,3.9247,8.5361,1,0,0
4.319616,1788213282.937504,-5.1216,-3.9904,-3.9904,3.6047,8.2094,1,0,0
4.327637,1788213282.945586,-3.1629,-3.9500,-3.9500,3.2847,7.8834,1,0,0
4.336099,1788213282.953647,-5.2483,-4.0133,-4.0133,2.9647,7.5581,1,0,0
4.343575,1788213282.962476,-3.1094,-3.9653,-3.9653,2.6447,7.3146,1,0,0
4.352062,1788213282.970943,-3.0333,-3.9178,-3.9178,2.3247,6.9904,1,0,0
4.359851,1788213282.978710,-2.9545,-3.8726,-3.8726,2.0047,6.6667,1,0,0
4.368376,1788213282.987331,-2.9099,-3.8227,-3.8227,1.6847,6.3434,1,0,0
4.375464,1788213282.995364,-2.8617,-3.7762,-3.7762,1.3647,6.0206,1,0,0
4.383940,1788213283.003840,-2.8338,-3.7283,-3.7283,1.0447,5.6982,1,0,0
4.392030,1788213283.003840,-2.8338,-3.6853,-3.6853,0.7247,5.4567,1,0,0
4.399860,1788213283.015446,-4.6381,-3.7504,-3.7504,0.4047,5.2153,1,0,0
4.408392,1788213283.020755,-2.8012,-3.7196,-3.7196,0.0847,5.2153,1,0,0
4.415915,1788213283.031282,-5.1442,-3.8084,-3.8084,-0.2353,4.5011,1,0,0
4.424447,1788213283.036839,-2.7437,-3.7723,-3.7723,-0.5553,4.1869,1,0,0
4.432505,1788213283.047388,-5.3159,-3.8687,-3.8687,-0.8753,3.8689,1,0,0
4.439561,1788213283.054423,-2.8114,-3.8238,-3.8238,-1.1953,3.5444,1,0,0
4.448115,1788213283.063994,-4.2611,-3.8487,-3.8487,-1.5153,3.2151,1,0,0
4.455671,1788213283.071529,-2.7770,-3.8001,-3.8001,-1.8353,2.9656,1,0,0
4.464269,1788213283.079599,-2.6479,-3.7444,-3.7444,-2.1553,2.6305,1,0,0
4.472275,1788213283.087178,-2.5573,-3.6904,-3.6904,-2.4753,2.2934,1,0,0
4.480121,1788213283.096007,-2.4855,-3.6270,-3.6270,-2.7953,1.9551,1,0,0
4.488643,1788213283.103551,-2.4551,-3.5740,-3.5740,-3.1153,1.6161,1,0,0
4.496559,1788213283.112429,-2.4584,-3.5149,-3.5149,-3.4353,1.2769,1,0,0
4.504557,1788213283.120463,-2.4751,-3.4649,-3.4649,-3.4649,0.9379,0,0,0
4.512641,1788213283.129546,-2.4934,-3.4123,-3.4123,-3.4123,0.5994,0,0,0
4.520648,1788213283.137552,-2.5466,-3.3707,-3.3707,-3.3707,0.3475,0,0,0
4.528654,1788213283.145027,-2.6299,-3.3374,-3.3374,-3.3374,0.0185,0,0,0
4.536670,1788213283.153574,-2.7513,-3.3074,-3.3074,-3.3074,-0.2984,0,0,0
4.544388,1788213283.162121,-2.7673,-3.2798,-3.2798,-3.2798,-0.5994,0,0,0
4.552379,1788213283.170288,-2.6228,-3.2476,-3.2476,-3.2476,-0.8822,0,0,0
4.560416,1788213283.179315,-2.4926,-3.2069,-3.2069,-3.2069,-1.1454,0,0,0
4.568466,1788213283.187366,-2.4132,-3.1685,-3.1685,-3.1685,-1.3881,0,0,0
4.576512,1788213283.195404,-2.3855,-3.1306,-3.1306,-3.1306,-1.6100,0,0,0
4.584644,1788213283.195404,-2.3855,-3.0948,-3.0948,-3.0948,-1.7627,0,0,0
4.592465,1788213283.204544,-3.6926,-3.1274,-3.1274,-3.1274,-1.9484,0,0,0
4.600332,1788213283.220232,-2.3202,-3.0546,-3.0546,-3.0546,-2.1140,0,0,0
4.608093,1788213283.220232,-3.4240,-3.0724,-3.0724,-3.0724,-2.2607,0,0,0
4.616575,1788213283.229062,-2.2146,-3.0271,-3.0271,-3.0271,-2.3901,0,0,0
4.624601,1788213283.236988,-2.2787,-2.9914,-2.9914,-2.9914,-2.5031,0,0,0
4.632205,1788213283.245647,-2.4492,-2.9633,-2.9633,-2.9633,-2.6010,0,0,0
4.640252,1788213283.254124,-2.5786,-2.9438,-2.9438,-2.9438,-2.6653,0,0,0
4.648808,1788213283.262664,-2.6473,-2.9286,-2.9286,-2.9286,-2.7394,0,0,0
4.656927,1788213283.270795,-2.6398,-2.9145,-2.9145,-2.9145,-2.8010,0,0,0
4.664464,1788213283.282347,-2.2124,-2.8667,-2.8667,-2.8667,-2.8515,0,0,0
4.672688,1788213283.287389,-2.4076,-2.8525,-2.8525,-2.8525,-2.8920,0,0,0
4.680248,1788213283.298155,-2.0419,-2.8009,-2.8009,-2.8009,-2.9234,0,0,0
4.688278,1788213283.304162,-2.1846,-2.7784,-2.7784,-2.7784,-2.9467,0,0,0
4.696964,1788213283.312743,-1.7567,-2.7258,-2.7258,-2.7258,-2.9626,0,0,0
4.705009,1788213283.319897,-2.2197,-2.7039,-2.7039,-2.7039,-2.9719,0,0,0
4.712686,1788213283.328944,-1.5073,-2.6391,-2.6391,-2.6391,-2.9748,0,0,0
4.720723,1788213283.337626,-2.3591,-2.6245,-2.6245,-2.6245,-2.9739,0,0,0
4.728284,1788213283.345173,-2.4108,-2.6148,-2.6148,-2.6148,-2.9678,0,0,0
4.736864,1788213283.353801,-2.4330,-2.6054,-2.6054,-2.6054,-2.9573,0,0,0
4.745432,1788213283.361795,-2.4217,-2.5965,-2.5965,-2.5965,-2.9431,0,0,0
4.753181,1788213283.371053,-2.3525,-2.5830,-2.5830,-2.5830,-2.9262,0,0,0
4.761233,1788213283.379120,-2.4064,-2.5745,-2.5745,-2.5745,-2.9073,0,0,0
4.769279,1788213283.387165,-2.4503,-2.5685,-2.5685,-2.5685,-2.8922,0,0,0
4.776835,1788213283.395739,-2.5140,-2.5657,-2.5657,-2.5657,-2.8711,0,0,0
4.784883,1788213283.403787,-2.4783,-2.5614,-2.5614,-2.5614,-2.8494,0,0,0
4.792526,1788213283.412426,-2.5975,-2.5633,-2.5633,-2.5633,-2.8276,0,0,0
4.801575,1788213283.420477,-2.6821,-2.5690,-2.5690,-2.5690,-2.8059,0,0,0
4.808610,1788213283.428510,-2.7562,-2.5781,-2.5781,-2.5781,-2.7848,0,0,0
4.817164,1788213283.428510,-2.7562,-2.5866,-2.5866,-2.5866,-2.7645,0,0,0
4.825172,1788213283.438058,2.9663,-2.2700,-2.2700,-2.2700,-2.7452,0,0,0
4.833841,1788213283.445072,-2.8914,-2.2964,-2.2964,-2.2964,-2.7317,0,0,0
4.841513,1788213283.453741,-2.8833,-2.3269,-2.3269,-2.3269,-2.7139,0,0,0
4.849999,1788213283.461999,-2.8378,-2.3523,-2.3523,-2.3523,-2.6932,0,0,0
4.857914,1788213283.470474,-2.7941,-2.3747,-2.3747,-2.3747,-2.6702,0,0,0
4.865364,1788213283.478835,-2.7353,-2.3928,-2.3928,-2.3928,-2.6521,0,0,0
4.873706,1788213283.487557,-2.6918,-2.4084,-2.4084,-2.4084,-2.6281,0,0,0
4.881045,1788213283.499639,4.3135,-1.9304,-1.9304,-2.0884,-2.6050,1,0,0
4.889629,1788213283.503984,-2.4549,-1.9444,-1.9444,-1.9444,-2.5831,0,0,0
4.897492,1788213283.515391,6.0749,-1.4015,-1.4015,-1.6244,-2.5589,1,0,0
4.905525,1788213283.520408,-2.5130,-1.4359,-1.4359,-1.4359,-2.5296,0,0,0
4.913260,1788213283.529971,6.9623,-0.9521,-0.9521,-1.1159,-2.4924,1,0,0
4.921292,1788213283.537178,-2.5312,-1.0215,-1.0215,-1.0215,-2.4455,0,0,0
4.929324,1788213283.546218,-2.6797,-1.1118,-1.1118,-1.1118,-2.3872,0,0,0
4.937906,1788213283.554257,-2.7507,-1.1914,-1.1914,-1.1914,-2.3364,0,0,0
4.945601,1788213283.562280,-2.7323,-1.2661,-1.2661,-1.2661,-2.2623,0,0,0
4.953642,1788213283.569521,-2.7406,-1.3308,-1.3308,-1.3308,-2.1850,0,0,0
4.961699,1788213283.579579,-2.7229,-1.4140,-1.4140,-1.4140,-2.1080,0,0,0
4.969723,1788213283.587617,-2.6851,-1.4755,-1.4755,-1.4755,-2.0336,0,0,0
4.978065,1788213283.594973,-2.6285,-1.5266,-1.5266,-1.5266,-1.9640,0,0,0
4.986082,1788213283.603983,-2.5812,-1.5833,-1.5833,-1.5833,-1.9006,0,0,0
4.993705,1788213283.606982,12.7577,-1.3143,-1.3143,-1.3143,-1.8440,0,0,0
5.001845,1788213283.620630,-2.6116,-1.4179,-1.4179,-1.4179,-1.7948,0,0,0
5.009531,1788213283.628233,-2.5669,-1.4708,-1.4708,-1.4708,-1.7502,0,0,0
5.018171,1788213283.637058,16.2377,-0.5202,-0.5202,-1.1508,-1.7188,1,0,0
5.025701,1788213283.645601,-2.6830,-0.6326,-0.6326,-0.8308,-1.6806,1,0,0
5.033710,1788213283.653610,-2.7163,-0.7341,-0.7341,-0.7341,-1.6453,0,0,0
5.041781,1788213283.653610,-2.7163,-0.8304,-0.8304,-0.8304,-1.6076,0,0,0
5.049495,1788213283.668379,21.2355,1.0942,1.0942,-0.5104,-1.5644,1,0,0
5.057545,1788213283.670396,-2.8171,1.0440,1.0440,-0.1904,-1.5167,1,0,0
5.065554,1788213283.683460,21.3165,2.6367,2.6367,0.1296,-1.4656,1,0,0
5.073597,1788213283.687481,-2.6842,2.5013,2.5013,0.4496,-1.4075,1,0,0
5.082459,1788213283.699030,26.9187,4.2285,4.2285,0.7696,-1.3575,1,0,0
5.089933,1788213283.704062,-2.5974,4.0107,4.0107,1.0896,-1.2803,1,0,0
5.098185,1788213283.714492,28.1619,5.5755,5.5755,1.4096,-1.1898,1,0,0
5.106499,1788213283.719823,-2.3570,5.3062,5.3062,1.7296,-1.0847,1,0,0
5.114552,1788213283.730411,35.8698,7.3344,7.3344,2.0496,-0.9645,1,0,0
5.122551,1788213283.737452,-2.2749,6.9045,6.9045,2.3696,-0.8290,1,0,0
5.130390,1788213283.745974,42.8193,8.8705,8.8705,2.6896,-0.6784,1,0,0
5.137942,1788213283.753300,-2.1869,8.3515,8.3515,3.0096,-0.5130,1,0,0
