t_s,t_capture,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3
5.577927,1788210580.432206,4.5163,-2.6732,-2.6732,-2.6732,-7.0072,0,0,0
5.585464,1788210580.440635,4.5828,-2.2794,-2.2794,-2.2794,-6.7902,0,0,0
5.594004,1788210580.450183,-3.0922,-2.3288,-2.3288,-2.3288,-6.5544,0,0,0
5.601999,1788210580.457183,4.7399,-2.0082,-2.0082,-2.0082,-6.2966,0,0,0
5.610019,1788210580.466179,4.8081,-1.6158,-1.6158,-1.6158,-6.0247,0,0,0
5.618006,1788210580.473177,4.8856,-1.3205,-1.3205,-1.3205,-5.7480,0,0,0
5.626007,1788210580.482180,4.9545,-0.9585,-0.9585,-0.9585,-5.4596,0,0,0
5.634595,1788210580.490732,5.0219,-0.6298,-0.6298,-0.6298,-5.1652,0,0,0
5.642560,1788210580.498799,5.0770,-0.3329,-0.3329,-0.3329,-4.8680,0,0,0
5.650098,1788210580.498799,5.0770,-0.0537,-0.0537,-0.0537,-4.5690,0,0,0
5.658098,1788210580.513269,0.1198,-0.0383,-0.0383,-0.0383,-4.2590,0,0,0
5.666338,1788210580.515274,5.1989,0.0320,0.0320,0.0320,-3.9475,0,0,0
5.674343,1788210580.528411,1.0087,0.1115,0.1115,0.1115,-3.6333,0,0,0
5.682050,1788210580.532407,5.3736,0.2498,0.2498,0.2498,-3.3222,0,0,0
5.689996,1788210580.545119,1.9342,0.3826,0.3826,0.3826,-3.0185,0,0,0
5.698042,1788210580.548232,5.5234,0.4883,0.4883,0.4883,-2.7276,0,0,0
5.705943,1788210580.560119,2.4525,0.6337,0.6337,0.6337,-2.4469,0,0,0
5.714000,1788210580.565116,5.6654,0.7975,0.7975,0.7975,-2.1793,0,0,0
5.721945,1788210580.575169,3.4804,0.9673,0.9673,0.9673,-1.9296,0,0,0
5.730059,1788210580.582119,5.7699,1.1816,1.1816,1.1816,-1.6844,0,0,0
5.737949,1788210580.592121,3.9180,1.3537,1.3537,1.3537,-1.4477,0,0,0
5.746022,1788210580.599145,5.8452,1.5559,1.5559,1.5559,-1.2177,0,0,0
5.754485,1788210580.608137,5.0573,1.7550,1.7550,1.7550,-0.9959,0,0,0
5.763133,1788210580.615680,5.9610,1.9575,1.9575,1.9575,-0.7762,0,0,0
5.770221,1788210580.623304,6.0419,2.1562,2.1562,2.1562,-0.5647,0,0,0
5.778209,1788210580.631324,6.1169,2.3582,2.3582,2.3582,-0.3600,0,0,0
5.786814,1788210580.639990,6.1977,2.5689,2.5689,2.5689,-0.1548,0,0,0
5.794813,1788210580.648075,6.2684,2.7589,2.7589,2.7589,0.0441,0,0,0
5.802807,1788210580.655989,6.3604,2.9400,2.9400,2.9400,0.1916,0,0,0
5.810913,1788210580.667058,6.4631,3.1827,3.1827,3.1827,0.4367,0,0,0
5.818812,1788210580.672989,6.5400,3.3107,3.3107,3.3107,0.6330,0,0,0
5.826806,1788210580.681989,6.5740,3.4957,3.4957,3.4957,0.8258,0,0,0
5.834929,1788210580.690097,6.6447,3.6573,3.6573,3.6573,1.0236,0,0,0
5.842933,1788210580.699116,6.6821,3.8288,3.8288,3.8288,1.2185,0,0,0
5.850470,1788210580.706650,6.7120,3.9666,3.9666,3.9666,1.4114,0,0,0
5.859470,1788210580.714647,6.7460,4.1070,4.1070,4.1070,1.6070,0,0,0
5.866496,1788210580.715650,10.1713,4.1474,4.1474,4.1474,1.7958,0,0,0
5.874496,1788210580.723672,6.8193,4.2832,4.2832,4.2832,1.9837,0,0,0
5.882390,1788210580.739566,6.9593,4.5391,4.5391,4.5391,2.1648,0,0,0
5.891343,1788210580.746594,10.6237,4.8113,4.8113,4.8113,2.3403,0,0,0
5.899399,1788210580.748519,7.0121,4.8392,4.8392,4.8392,2.5145,0,0,0
5.906459,1788210580.762566,12.0441,5.4565,5.4565,5.4565,2.6882,0,0,0
5.915402,1788210580.765584,7.2097,5.4911,5.4911,5.4911,2.8618,0,0,0
5.922505,1788210580.776702,12.8587,6.0004,6.0004,6.0004,3.0359,0,0,0
5.931405,1788210580.781582,7.3506,6.0430,6.0430,6.0430,3.2150,0,0,0
5.938781,1788210580.792632,13.2457,6.5382,6.5382,6.5382,3.3980,0,0,0
5.946785,1788210580.798954,7.5161,6.5778,6.5778,6.5778,3.5867,0,0,0
5.954787,1788210580.807958,13.8682,6.9916,6.9916,6.9916,3.7825,0,0,0
5.962805,1788210580.815982,7.5825,7.0216,7.0216,7.0216,3.9811,0,0,0
5.971555,1788210580.822977,7.6397,7.0491,7.0491,7.0491,4.1858,0,0,0
5.978548,1788210580.831745,7.6819,7.0839,7.0839,7.0839,4.3992,0,0,0
5.987323,1788210580.840498,7.7598,7.1209,7.1209,7.1209,4.6092,0,0,0
5.995318,1788210580.848491,7.8363,7.1568,7.1568,7.1568,4.8202,0,0,0
6.003322,1788210580.857493,7.9105,7.1990,7.1990,7.1990,5.0259,0,0,0
6.011424,1788210580.865545,7.9590,7.2373,7.2373,7.2373,5.2196,0,0,0
6.019622,1788210580.873793,8.0238,7.2777,7.2777,7.2777,5.4533,0,0,0
6.027623,1788210580.881793,8.0763,7.3176,7.3176,7.3176,5.5838,0,0,0
6.035094,1788210580.890271,8.1201,7.3598,7.3598,7.3598,5.7474,0,0,0
6.043090,1788210580.899261,8.2010,7.4065,7.4065,7.4065,5.9389,0,0,0
6.050966,1788210580.907126,8.2636,7.4484,7.4484,7.4484,6.0805,0,0,0
6.058956,1788210580.907126,8.2636,7.4888,7.4888,7.4888,6.2208,0,0,0
6.068054,1788210580.924225,8.3857,7.5786,7.5786,7.5786,6.3459,0,0,0
6.076050,1788210580.932225,8.4148,7.6199,7.6199,7.6199,6.4663,0,0,0
6.083579,1788210580.933226,17.0182,7.6811,7.6811,7.6811,6.5827,0,0,0
6.091751,1788210580.947759,17.6995,8.5536,8.5536,8.4011,6.6880,1,0,0
6.099768,1788210580.948927,8.4524,8.5529,8.5529,8.5529,6.7901,0,0,0
6.107768,1788210580.963946,18.3460,9.4337,9.4337,9.2729,6.8914,1,0,0
6.115899,1788210580.964944,8.5306,9.4278,9.4278,9.4278,6.9959,0,0,0
6.124120,1788210580.979017,18.0495,10.1595,10.1595,10.1478,7.1112,1,0,0
6.132023,1788210580.982255,8.6503,10.1280,10.1280,10.1280,7.2414,0,0,0
6.139563,1788210580.995717,18.6545,10.8230,10.8230,10.8230,7.3894,0,0,0
6.147583,1788210580.999755,8.7720,10.7699,10.7699,10.7699,7.5520,0,0,0
6.155634,1788210581.009760,18.6317,11.2564,11.2564,11.2564,7.7356,0,0,0
6.163756,1788210581.014909,8.8663,11.1782,11.1782,11.1782,7.9371,0,0,0
6.171776,1788210581.025358,19.3097,11.7021,11.7021,11.7021,8.1473,0,0,0
6.180416,1788210581.031950,8.9363,11.5873,11.5873,11.5873,8.3690,0,0,0
6.187942,1788210581.040120,19.3751,11.9850,11.9850,11.9850,8.5975,0,0,0
6.195947,1788210581.048117,9.0029,11.8364,11.8364,11.8364,8.8260,0,0,0
6.204010,1788210581.056117,9.0424,11.6976,11.6976,11.6976,9.0564,0,0,0
6.212007,1788210581.065116,9.0716,11.5523,11.5523,11.5523,9.2852,0,0,0
6.219948,1788210581.073115,9.1007,11.4314,11.4314,11.4314,9.5072,0,0,0
6.227942,1788210581.081124,9.1255,11.3179,11.3179,11.3179,9.7249,0,0,0
6.236192,1788210581.090126,9.1661,11.1999,11.1999,11.1999,9.9233,0,0,0
6.244249,1788210581.098373,9.1922,11.0988,11.0988,11.0988,10.1078,0,0,0
6.251721,1788210581.106902,9.2128,11.0010,11.0010,11.0010,10.2682,0,0,0
6.259778,1788210581.115955,9.2406,10.9046,10.9046,10.9046,10.4053,0,0,0
6.267788,1788210581.123964,9.2621,10.8247,10.8247,10.8247,10.5189,0,0,0
6.275788,1788210581.131963,9.2952,10.7505,10.7505,10.7505,10.6168,0,0,0
6.284336,1788210581.139488,9.3082,10.6846,10.6846,10.6846,10.6949,0,0,0
6.292327,1788210581.148508,19.9524,11.1905,11.1905,11.1905,10.7560,0,0,0
6.300331,1788210581.148508,19.9524,11.6194,11.6194,11.6194,10.8054,0,0,0
6.308334,1788210581.164510,20.4559,12.4473,12.4473,12.3394,10.8473,1,0,0
6.316328,1788210581.165510,9.3143,12.4272,12.4272,12.4272,10.8913,0,0,0
6.324328,1788210581.173504,9.3326,12.2761,12.2761,12.2761,10.9428,0,0,0
6.332693,1788210581.181504,9.3311,12.1326,12.1326,12.1326,11.0042,0,0,0
6.340067,1788210581.195876,20.1549,12.8110,12.8110,12.8110,11.0820,0,0,0
6.348084,1788210581.199257,9.2915,12.7363,12.7363,12.7363,11.1646,0,0,0
6.356199,1788210581.212258,20.5014,13.3356,13.3356,13.3356,11.2566,0,0,0
6.364081,1788210581.216262,9.3043,13.2347,13.2347,13.2347,11.3624,0,0,0
6.372110,1788210581.227273,20.1748,13.6938,13.6938,13.6938,11.4679,0,0,0
6.380099,1788210581.232268,9.3139,13.5580,13.5580,13.5580,11.5791,0,0,0
6.388632,1788210581.242808,19.9451,13.9634,13.9634,13.9634,11.6976,0,0,0
6.396627,1788210581.248807,9.3386,13.7923,13.7923,13.7923,11.8232,0,0,0
6.404144,1788210581.257801,19.7743,14.1190,14.1190,14.1190,11.9597,0,0,0
6.412363,1788210581.264328,9.3374,13.9274,13.9274,13.9274,12.1031,0,0,0
6.419952,1788210581.273799,9.3317,13.6660,13.6660,13.6660,12.2496,0,0,0
6.428964,1788210581.282132,9.3353,13.4485,13.4485,13.4485,12.3976,0,0,0
6.435971,1788210581.290148,9.3118,13.2490,13.2490,13.2490,12.5350,0,0,0
6.445070,1788210581.298146,9.3170,13.0603,13.0603,13.0603,12.6619,0,0,0
6.452780,1788210581.306963,9.3144,12.8636,12.8636,12.8636,12.7689,0,0,0
6.460901,1788210581.314962,9.3089,12.6931,12.6931,12.6931,12.8545,0,0,0
6.469009,1788210581.324058,9.3057,12.5092,12.5092,12.5092,12.9222,0,0,0
6.476903,1788210581.332078,9.3346,12.3559,12.3559,12.3559,12.9728,0,0,0
6.484611,1788210581.340692,9.3556,12.2006,12.2006,12.2006,13.0041,0,0,0
6.492517,1788210581.348692,9.3726,12.0639,12.0639,12.0639,13.0171,0,0,0
6.500515,1788210581.357691,9.3840,11.9189,11.9189,11.9189,13.0142,0,0,0
6.509537,1788210581.365710,9.3911,11.7961,11.7961,11.7961,12.9993,0,0,0
6.516528,1788210581.373704,9.3922,11.6796,11.6796,11.6796,12.9692,0,0,0
6.524913,1788210581.381213,18.0687,11.9699,11.9699,11.9699,12.9281,0,0,0
6.532594,1788210581.382089,9.3818,11.9556,11.9556,11.9556,12.8720,0,0,0
6.541485,1788210581.397656,17.6017,12.4613,12.4613,12.4613,12.8116,0,0,0
6.549528,1788210581.398661,9.3425,12.4416,12.4416,12.4416,12.7476,0,0,0
6.556480,1788210581.413656,16.8358,12.8215,12.8215,12.8215,12.6898,0,0,0
6.565414,1788210581.414765,9.3243,12.7971,12.7971,12.7971,12.6351,0,0,0
6.572386,1788210581.428564,16.5267,13.0957,13.0957,13.0957,12.5975,0,0,0
6.580487,1788210581.432603,9.3474,13.0024,13.0024,13.0024,12.5732,0,0,0
6.588924,1788210581.444149,16.2162,13.2205,13.2205,13.2205,12.5596,0,0,0
6.596925,1788210581.449100,9.3670,13.1035,13.1035,13.1035,12.5633,0,0,0
6.604753,1788210581.458827,15.4242,13.2378,13.2378,13.2378,12.5755,0,0,0
6.613106,1788210581.465827,9.3923,13.0746,13.0746,13.0746,12.5922,0,0,0
6.621106,1788210581.474282,15.2164,13.1832,13.1832,13.1832,12.6096,0,0,0
6.629213,1788210581.482287,9.3865,13.0000,13.0000,13.0000,12.6345,0,0,0
6.637258,1788210581.490384,9.3753,12.8229,12.8229,12.8229,12.6620,0,0,0
6.645210,1788210581.499381,9.3728,12.6362,12.6362,12.6362,12.6900,0,0,0
6.653368,1788210581.507319,9.3679,12.4789,12.4789,12.4789,12.7283,0,0,0
6.661132,1788210581.515312,9.3501,12.3271,12.3271,12.3271,12.7473,0,0,0
6.669153,1788210581.523312,9.3397,12.1818,12.1818,12.1818,12.7674,0,0,0
6.677151,1788210581.531330,9.3159,12.0420,12.0420,12.0420,12.7705,0,0,0
6.685221,1788210581.540282,9.3093,11.8938,11.8938,11.8938,12.7649,0,0,0
6.693238,1788210581.548344,9.3085,11.7668,11.7668,11.7668,12.7412,0,0,0
6.701125,1788210581.557303,9.3140,11.6335,11.6335,11.6335,12.7105,0,0,0
6.710125,1788210581.565300,9.3285,11.5210,11.5210,11.5210,12.6702,0,0,0
6.717124,1788210581.573300,9.3446,11.4146,11.4146,11.4146,12.6226,0,0,0
6.726123,1788210581.582297,9.3510,11.3018,11.3018,11.3018,12.5694,0,0,0
6.734131,1788210581.590299,9.3571,11.2067,11.2067,11.2067,12.5053,0,0,0
6.742193,1788210581.590299,9.3571,11.1163,11.1163,11.1163,12.4404,0,0,0
6.750189,1788210581.599370,9.3658,11.0198,11.0198,11.0198,12.3612,0,0,0
6.756965,1788210581.613408,10.1848,10.9508,10.9508,10.9508,12.2793,0,0,0
6.765975,1788210581.615255,9.3735,10.9323,10.9323,10.9323,12.1920,0,0,0
6.774055,1788210581.629352,9.5665,10.8189,10.8189,10.8189,12.0987,0,0,0
6.781050,1788210581.632234,9.4101,10.7933,10.7933,10.7933,12.0087,0,0,0
6.789576,1788210581.644753,9.0684,10.6650,10.6650,10.6650,11.9161,0,0,0
6.797642,1788210581.648806,9.4246,10.6335,10.6335,10.6335,11.8255,0,0,0
6.805583,1788210581.660758,8.2435,10.4630,10.4630,10.4630,11.7357,0,0,0
6.813582,1788210581.665757,9.4552,10.4317,10.4317,10.4317,11.6458,0,0,0
6.821193,1788210581.676279,7.6001,10.2522,10.2522,10.2522,11.5524,0,0,0
6.829139,1788210581.681292,9.4404,10.2269,10.2269,10.2269,11.4625,0,0,0
6.838231,1788210581.691397,6.4823,9.9982,9.9982,9.9982,11.3671,0,0,0
6.845252,1788210581.699410,9.4376,9.9707,9.9707,9.9707,11.2780,0,0,0
6.853289,1788210581.707458,9.4232,9.9438,9.9438,9.9438,11.1838,0,0,0
6.862290,1788210581.715465,9.4103,9.9177,9.9177,9.9177,11.0940,0,0,0
6.869694,1788210581.723457,9.3922,9.8921,9.8921,9.8921,11.0021,0,0,0
6.877696,1788210581.731867,9.3877,9.8662,9.8662,9.8662,10.9096,0,0,0
6.886227,1788210581.739866,9.3917,9.8431,9.8431,9.8431,10.8178,0,0,0
6.893564,1788210581.748406,9.3979,9.8200,9.8200,9.8200,10.7335,0,0,0
6.901564,1788210581.756732,9.3956,9.7985,9.7985,9.7985,10.6499,0,0,0
6.910559,1788210581.764752,9.3901,9.7786,9.7786,9.7786,10.5705,0,0,0
6.918562,1788210581.773737,9.3871,9.7573,9.7573,9.7573,10.4952,0,0,0
6.926558,1788210581.781735,9.3874,9.7393,9.7393,9.7393,10.4241,0,0,0
6.933605,1788210581.789772,9.3829,9.7219,9.7219,9.7219,10.3571,0,0,0
6.942602,1788210581.798774,1.7371,9.2858,9.2858,9.2858,10.2962,0,0,0
6.950599,1788210581.806775,9.3841,9.2906,9.2906,9.2906,10.2365,0,0,0
6.958598,1788210581.814775,1.0834,8.8884,8.8884,8.8884,10.1725,0,0,0
6.966600,1788210581.815774,9.4001,8.8916,8.8916,8.8916,10.1072,0,0,0
6.974462,1788210581.830315,-0.3661,8.0959,8.0959,8.1716,10.0433,1,0,0
6.981481,1788210581.831638,9.3980,8.1069,8.1069,8.1069,9.9714,0,0,0
6.991010,1788210581.846188,-0.7145,7.3466,7.3466,7.3869,9.8863,1,0,0
6.999008,1788210581.849257,9.4007,7.3866,7.3866,7.3866,9.8614,0,0,0
7.007080,1788210581.861188,-1.9433,6.7152,6.7152,6.7152,9.6727,0,0,0
7.015007,1788210581.866212,9.4025,6.8000,6.8000,6.8000,9.5409,0,0,0
7.022008,1788210581.876180,-2.4106,6.2387,6.2387,6.2387,9.3889,0,0,0
7.030898,1788210581.882188,9.3997,6.3573,6.3573,6.3573,9.2231,0,0,0
7.038511,1788210581.891571,-3.9775,5.7613,5.7613,5.7613,9.0510,0,0,0
7.046714,1788210581.898871,9.3919,5.9256,5.9256,5.9256,8.8714,0,0,0
7.054838,1788210581.907750,-4.5685,5.3503,5.3503,5.3503,8.6758,0,0,0
7.062294,1788210581.914901,9.3775,5.5292,5.5292,5.5292,8.4781,0,0,0
7.070323,1788210581.923470,9.3739,5.7313,5.7313,5.7313,8.2715,0,0,0
7.078429,1788210581.931495,9.3671,5.9102,5.9102,5.9102,8.0569,0,0,0
7.086075,1788210581.940231,9.3670,6.0939,6.0939,6.0939,7.8490,0,0,0
7.094129,1788210581.948246,9.3761,6.2541,6.2541,6.2541,7.6462,0,0,0
7.102147,1788210581.956320,9.3825,6.4074,6.4074,6.4074,7.4589,0,0,0
7.111022,1788210581.965435,9.3762,6.5701,6.5701,6.5701,7.2909,0,0,0
7.118825,1788210581.972999,9.3862,6.6991,6.6991,6.6991,7.1466,0,0,0
7.126929,1788210581.982055,9.3822,6.8446,6.8446,6.8446,7.0268,0,0,0
7.134826,1788210581.990007,9.3826,6.9660,6.9660,6.9660,6.9289,0,0,0
7.142929,1788210581.999018,9.3755,7.0955,7.0955,7.0955,6.8488,0,0,0
7.150997,1788210582.007200,9.3627,7.2065,7.2065,7.2065,6.7865,0,0,0
7.157614,1788210582.014790,9.3399,7.3036,7.3036,7.3036,6.7461,0,0,0
7.166713,1788210582.023889,9.3165,7.4126,7.4126,7.4126,6.7193,0,0,0
7.174192,1788210582.031368,9.2926,7.4973,7.4973,7.4973,6.7036,0,0,0
7.183176,1788210582.031368,9.2926,7.5835,7.5835,7.5835,6.7093,0,0,0
7.190712,1788210582.045887,-12.3964,5.8975,5.8975,6.8635,6.7226,1,0,0
7.198819,1788210582.048885,9.2606,5.9601,5.9601,6.1435,6.7519,1,0,0
7.206745,1788210582.060887,-13.2467,4.5873,4.5873,5.4235,6.7775,1,0,0
7.214749,1788210582.065868,9.2779,4.7319,4.7319,4.7319,6.7925,0,0,0
7.222694,1788210582.075868,-14.3802,3.5707,3.5707,4.0119,6.7823,1,0,0
7.230743,1788210582.081864,9.3341,3.7849,3.7849,3.7849,6.7519,0,0,0
7.238704,1788210582.091869,-14.8262,2.6467,2.6467,3.0649,6.6825,1,0,0
7.246700,1788210582.098874,9.3881,2.9390,2.9390,2.9390,6.5714,0,0,0
7.254452,1788210582.106979,-15.6930,2.0002,2.0002,2.2190,6.4308,1,0,0
7.262880,1788210582.115005,9.3809,2.3661,2.3661,2.3661,6.2577,0,0,0
7.270960,1788210582.124007,9.3464,2.7495,2.7495,2.7495,6.0627,0,0,0
7.278961,1788210582.131141,9.3119,3.0369,3.0369,3.0369,5.8512,0,0,0
7.286556,1788210582.139131,9.2797,3.3398,3.3398,3.3398,5.6330,0,0,0
7.294553,1788210582.148731,9.2613,3.6801,3.6801,3.6801,5.4185,0,0,0
7.302554,1788210582.156782,9.2542,3.9500,3.9500,3.9500,5.2119,0,0,0
7.310633,1788210582.165729,9.2580,4.2331,4.2331,4.2331,5.0217,0,0,0
7.318552,1788210582.173776,9.2788,4.4763,4.4763,4.4763,4.8451,0,0,0
7.326557,1788210582.180737,9.2950,4.6793,4.6793,4.6793,4.6924,0,0,0
7.335026,1788210582.190199,9.3125,4.9413,4.9413,4.9413,4.5376,0,0,0
7.343197,1788210582.199274,-20.4651,3.5571,3.5571,4.2213,4.4412,1,0,0
7.351218,1788210582.207397,9.3278,3.8388,3.8388,3.8388,4.3719,0,0,0
7.359214,1788210582.215390,9.3330,4.1020,4.1020,4.1020,4.3245,0,0,0
7.367219,1788210582.223393,9.3264,4.3526,4.3526,4.3526,4.2884,0,0,0
7.375232,1788210582.232408,-22.1613,2.9084,2.9084,3.6326,4.2557,1,0,0
7.383859,1788210582.239519,9.3453,3.1868,3.1868,3.1868,4.2322,0,0,0
7.391881,1788210582.247121,-23.1721,1.9503,1.9503,2.4668,4.2094,1,0,0
7.399148,1788210582.249058,9.3331,2.0412,2.0412,2.0412,4.1758,0,0,0
7.407468,1788210582.262200,-23.6888,0.0049,0.0049,1.3212,4.1263,1,0,0
7.415924,1788210582.265712,9.3300,0.2127,0.2127,0.6012,4.0623,1,0,0
7.423288,1788210582.278464,-24.3393,-1.6890,-1.6890,-0.1188,3.9761,1,0,0
7.431293,1788210582.281468,9.3641,-1.4765,-1.4765,-0.8388,3.8649,1,0,0
7.439360,1788210582.294484,-25.3467,-3.3686,-3.3686,-1.5588,3.7192,1,0,0
7.447424,1788210582.298483,9.3617,-3.0438,-3.0438,-2.2788,3.5350,1,0,0
7.455721,1788210582.309115,-26.1501,-4.5663,-4.5663,-2.9988,3.3135,1,0,0
7.463669,1788210582.315845,9.3966,-3.9763,-3.9763,-3.7188,3.0495,1,0,0
7.471324,1788210582.324379,-26.9548,-5.2098,-5.2098,-4.4388,2.7395,1,0,0
7.479753,1788210582.332397,9.4054,-4.4792,-4.4792,-4.4792,2.3938,0,0,0
7.487283,1788210582.341442,-27.7270,-5.7989,-5.7989,-5.1992,2.0180,1,0,0
7.496282,1788210582.348562,9.4444,-5.1179,-5.1179,-5.1179,1.6147,0,0,0
7.504243,1788210582.357294,9.4651,-4.3364,-4.3364,-4.3979,1.1866,1,0,0
7.512271,1788210582.365311,9.4610,-3.6617,-3.6617,-3.6779,0.7343,1,0,0
7.520155,1788210582.374331,9.4461,-2.9520,-2.9520,-2.9579,0.2901,1,0,0
7.527695,1788210582.381848,9.4580,-2.3921,-2.3921,-2.3921,-0.1416,0,0,0
7.535583,1788210582.390756,9.4704,-1.7585,-1.7585,-1.7585,-0.3440,0,0,0
7.543581,1788210582.398763,9.4840,-1.2118,-1.2118,-1.2118,-0.8969,0,0,0
7.551583,1788210582.406858,9.5006,-0.6819,-0.6819,-0.6819,-1.1983,0,0,0
7.559702,1788210582.415757,-30.8806,-2.2811,-2.2811,-1.4019,-1.4373,1,0,0
7.567659,1788210582.423759,9.5285,-1.7112,-1.7112,-1.7112,-1.6134,0,0,0
7.575750,1788210582.431858,9.5294,-1.1584,-1.1584,-1.1584,-1.7295,0,0,0
7.583681,1788210582.439957,9.5319,-0.6292,-0.6292,-0.6292,-1.8135,0,0,0
7.592041,1788210582.448210,9.5285,-0.1144,-0.1144,-0.1144,-1.8727,0,0,0
7.599962,1788210582.456250,9.5268,0.3648,0.3648,0.3648,-1.9063,0,0,0
7.607962,1788210582.461206,-32.8294,-0.6468,-0.6468,-0.3552,-1.9210,1,0,0
7.615964,1788210582.465138,9.5201,-0.3976,-0.3976,-0.3976,-1.9016,0,0,0
7.623960,1788210582.477249,-33.2092,-2.7345,-2.7345,-1.1176,-1.8587,1,0,0
7.631957,1788210582.482134,9.5322,-2.3687,-2.3687,-1.8376,-1.7981,1,0,0
7.639975,1788210582.493133,-34.2477,-4.4706,-4.4706,-2.5576,-1.7124,1,0,0
7.647973,1788210582.499148,9.5279,-3.9558,-3.9558,-3.2776,-1.6305,1,0,0
7.656560,1788210582.508147,-34.5641,-5.6431,-5.6431,-3.9976,-1.5656,1,0,0
7.664549,1788210582.515685,9.5417,-4.9438,-4.9438,-4.7176,-1.5335,1,0,0
7.672529,1788210582.523680,-35.0123,-6.4372,-6.4372,-5.4376,-1.5482,1,0,0
7.679981,1788210582.531701,9.5417,-5.6511,-5.6511,-5.6511,-1.6071,0,0,0
7.688377,1788210582.539263,9.5366,-4.9527,-4.9527,-4.9527,-1.7186,0,0,0
7.696366,1788210582.548544,9.5438,-4.1515,-4.1515,-4.2327,-1.8786,1,0,0
7.704378,1788210582.558550,9.5386,-3.3365,-3.3365,-3.5127,-2.0651,1,0,0
7.712376,1788210582.565553,9.5313,-2.7857,-2.7857,-2.7927,-2.2625,1,0,0
7.720365,1788210582.573552,9.5178,-2.1833,-2.1833,-2.1833,-2.4503,0,0,0
7.728373,1788210582.581547,9.5143,-1.6070,-1.6070,-1.6070,-2.6139,0,0,0
7.736650,1788210582.589710,9.4992,-1.0454,-1.0454,-1.0454,-2.7420,0,0,0
7.744683,1788210582.598971,9.4915,-0.4421,-0.4421,-0.4421,-2.8227,0,0,0
7.752681,1788210582.606852,9.4840,0.0480,0.0480,0.0480,-2.8597,0,0,0
7.760162,1788210582.616383,9.4775,0.6074,0.6074,0.6074,-2.8526,0,0,0
7.768187,1788210582.623361,9.4689,1.0000,1.0000,1.0000,-2.8029,0,0,0
7.776323,1788210582.632379,9.4729,1.4803,1.4803,1.4803,-2.7171,0,0,0
7.784947,1788210582.639521,9.4811,1.8448,1.8448,1.8448,-2.5944,0,0,0
7.792882,1788210582.649058,-38.1563,-0.4828,-0.4828,1.1248,-2.4300,1,0,0
7.800985,1788210582.657172,9.4796,0.0174,0.0174,0.4048,-2.2325,1,0,0
7.808989,1788210582.665152,9.4839,0.4875,0.4875,0.4875,-2.0109,0,0,0
7.816880,1788210582.673164,9.4628,0.9367,0.9367,0.9367,-1.7167,0,0,0
7.824963,1788210582.682139,9.4651,1.4136,1.4136,1.4136,-1.4854,0,0,0
7.833879,1788210582.682139,9.4651,1.8186,1.8186,1.8186,-1.2717,0,0,0
7.841334,1788210582.695179,-38.3953,-1.2862,-1.2862,1.0986,-1.0686,1,0,0
7.849339,1788210582.698510,9.4763,-1.0593,-1.0593,0.3786,-0.9209,1,0,0
7.856922,1788210582.712725,-38.5181,-4.1309,-4.1309,-0.3414,-0.7304,1,0,0
7.864939,1788210582.716228,9.4836,-3.8348,-3.8348,-1.0614,-0.5170,1,0,0
7.873011,1788210582.727130,-38.8995,-6.1154,-6.1154,-1.7814,-0.3963,1,0,0
7.881956,1788210582.732133,9.4886,-5.6383,-5.6383,-2.5014,-0.2336,1,0,0
7.889543,1788210582.743659,-39.8182,-8.0060,-8.0060,-3.2214,-0.1657,1,0,0
7.897079,1788210582.748661,9.5096,-7.4651,-7.4651,-3.9414,-0.1150,1,0,0
7.905128,1788210582.758256,-39.5575,-9.3522,-9.3522,-4.6614,-0.1434,1,0,0
7.913136,1788210582.765256,9.5082,-8.5419,-8.5419,-5.3814,-0.2027,1,0,0
7.921084,1788210582.774256,9.5103,-7.5696,-7.5696,-6.1014,-0.3741,1,0,0
7.930079,1788210582.782259,9.4934,-6.7478,-6.7478,-6.7478,-0.5717,0,0,0
7.937322,1788210582.790253,9.4921,-5.9581,-5.9581,-6.0278,-0.8221,1,0,0
7.945321,1788210582.798498,9.4878,-5.1770,-5.1770,-5.3078,-1.1066,1,0,0
7.953323,1788210582.807491,9.4826,-4.3654,-4.3654,-4.5878,-1.4255,1,0,0
7.961317,1788210582.815490,9.4715,-3.6745,-3.6745,-3.8678,-1.7621,1,0,0
7.969331,1788210582.823499,9.4613,-3.0135,-3.0135,-3.1478,-2.0795,1,0,0
7.977385,1788210582.831506,9.4657,-2.3819,-2.3819,-2.4278,-2.3750,1,0,0
7.985883,1788210582.839515,9.4656,-1.7791,-1.7791,-1.7791,-2.6266,0,0,0
7.993873,1788210582.848057,9.4631,-1.1684,-1.1684,-1.1684,-2.8242,0,0,0
8.000871,1788210582.856048,9.4711,-0.6236,-0.6236,-0.6236,-2.9610,0,0,0
8.009370,1788210582.864537,9.4676,-0.0748,-0.0748,-0.0748,-3.0361,0,0,0
8.018366,1788210582.873536,9.4863,0.4759,0.4759,0.4759,-3.0563,0,0,0
8.026358,1788210582.881533,-39.7987,-1.5383,-1.5383,-0.2441,-3.0288,1,0,0
8.034358,1788210582.889535,9.5151,-0.9822,-0.9822,-0.9641,-2.9513,1,0,0
8.041377,1788210582.897554,9.5078,-0.4511,-0.4511,-0.4511,-2.8348,0,0,0
