t_s,t_capture,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3
4.956233,1788209087.166346,20.4516,13.1387,13.1387,0.7042,-1.0419,1,0,0
4.963604,1788209087.174618,21.1015,13.5729,13.5729,0.8242,-0.9194,1,0,0
4.971608,1788209087.182639,21.7166,14.0045,14.0045,0.9442,-0.8004,1,0,0
4.980169,1788209087.191513,22.5161,14.5010,14.5010,1.0642,-0.6808,1,0,0
4.988160,1788209087.200282,22.9202,14.9867,14.9867,1.1842,-0.5591,1,0,0
4.995852,1788209087.207867,22.8567,15.3827,15.3827,1.3042,-0.4387,1,0,0
5.003854,1788209087.215970,23.2402,15.8038,15.8038,1.4242,-0.4091,1,0,0
5.011959,1788209087.224974,23.7725,16.2755,16.2755,1.5442,-0.1986,1,0,0
5.019288,1788209087.233317,24.4973,16.7285,16.7285,1.6642,-0.0776,1,0,0
5.026875,1788209087.233317,24.4973,17.1400,17.1400,1.7842,0.0379,1,0,0
5.035713,1788209087.249742,25.1594,17.9627,17.9627,1.9042,0.1561,1,0,0
5.044335,1788209087.249742,25.1594,18.3423,18.3423,2.0242,0.2709,1,0,0
5.052567,1788209087.265596,25.7214,19.0730,19.0730,2.1442,0.3865,1,0,0
5.060167,1788209087.265596,25.7214,19.4222,19.4222,2.2642,0.5005,1,0,0
5.068182,1788209087.275786,26.1623,19.8664,19.8664,2.3842,0.6153,1,0,0
5.076180,1788209087.283144,26.9702,20.2109,20.2109,2.5042,0.7309,1,1,0
5.084512,1788209087.292217,27.1586,20.6216,20.6216,2.6242,0.8452,1,1,0
5.092511,1788209087.299620,27.4421,20.9543,20.9543,2.7442,0.9614,1,1,0
5.100139,1788209087.308628,27.9004,21.3621,21.3621,2.8642,1.0778,1,1,0
5.108465,1788209087.316171,28.3355,21.7084,21.7084,2.9842,1.1933,1,1,0
5.116497,1788209087.324574,28.7701,22.0969,22.0969,3.1042,1.3089,1,1,0
5.124422,1788209087.333456,29.1719,22.5069,22.5069,3.2242,1.4218,1,1,0
5.132818,1788209087.340530,29.4442,22.8311,22.8311,3.3442,1.5337,1,1,0
5.140821,1788209087.349931,29.7372,23.2533,23.2533,3.4642,1.6763,1,1,0
5.147422,1788209087.358937,30.4959,23.6784,23.6784,3.5842,1.7612,1,1,0
5.156244,1788209087.366287,30.6834,24.0179,24.0179,3.7042,1.8755,1,1,0
5.164688,1788209087.374292,30.6664,24.3672,24.3672,3.8242,1.9925,1,1,0
5.171643,1788209087.382572,31.5660,24.7578,24.7578,3.9442,2.1094,1,1,0
5.181075,1788209087.391143,32.2064,25.1755,25.1755,4.0642,2.2251,1,1,0
5.188250,1788209087.399202,32.3210,25.5535,25.5535,4.1842,2.3448,1,1,0
5.196255,1788209087.407205,32.3096,25.9086,25.9086,4.3042,2.4640,1,1,0
5.204114,1788209087.417192,32.5242,26.3365,26.3365,4.4242,2.5837,1,1,0
5.212760,1788209087.424875,32.7775,26.6618,26.6618,4.5442,2.7330,1,1,0
5.220518,1788209087.433155,33.1509,27.0135,27.0135,4.6642,2.8529,1,1,0
5.228631,1788209087.441649,33.7010,27.3848,27.3848,4.7842,2.9415,1,1,0
5.236806,1788209087.449838,33.7896,27.7282,27.7282,4.9042,3.0593,1,1,0
5.245136,1788209087.458236,34.1072,28.0784,28.0784,5.0242,3.2052,1,1,0
5.252929,1788209087.458236,34.1072,28.3943,28.3943,5.1442,3.3235,1,1,0
5.260929,1788209087.473962,34.9553,29.0353,29.0353,5.2642,3.4399,1,1,0
5.269003,1788209087.482015,35.2693,29.3628,29.3628,5.3842,3.5618,1,1,0
5.277002,1788209087.482015,35.2693,29.6711,29.6711,5.5042,3.6808,1,1,0
5.285183,1788209087.491031,35.5152,30.0123,30.0123,5.6242,3.7971,1,1,0
5.293189,1788209087.499212,35.6389,30.3119,30.3119,5.7442,3.9196,1,1,0
5.300875,1788209087.507218,35.8145,30.5988,30.5988,5.8642,4.0401,1,1,0
5.308805,1788209087.517005,35.6864,30.9189,30.9189,5.9842,4.1604,1,1,0
5.316806,1788209087.524921,36.5390,31.2084,31.2084,6.1042,4.2809,1,1,0
5.324924,1788209087.533072,36.7689,31.5027,31.5027,6.2242,4.4000,1,1,0
5.333010,1788209087.542041,37.0276,31.8225,31.8225,6.3442,4.5252,1,1,0
5.340440,1788209087.550372,37.3447,32.1206,32.1206,6.4642,4.6399,1,1,0
5.348448,1788209087.557390,37.4830,32.3665,32.3665,6.5842,4.7605,1,1,0
5.356634,1788209087.565894,38.1188,32.6830,32.6830,6.7042,4.8798,1,1,0
5.364716,1788209087.574756,37.9732,32.9854,32.9854,6.8242,4.9989,1,1,0
5.372959,1788209087.583249,38.1343,33.2679,33.2679,6.9442,5.1182,1,1,0
5.380876,1788209087.591988,38.6238,33.5697,33.5697,7.0642,5.2383,1,1,0
5.389063,1788209087.598989,38.8542,33.8110,33.8110,7.1842,5.3552,1,1,0
5.396673,1788209087.607781,38.8789,34.0979,34.0979,7.3042,5.4732,1,1,0
5.405473,1788209087.616296,38.7830,34.3551,34.3551,7.4242,5.5946,1,1,0
5.413090,1788209087.624782,39.4645,34.6346,34.6346,7.5442,5.7159,1,1,0
5.420658,1788209087.633136,40.0357,34.9255,34.9255,7.6642,5.8353,1,1,0
5.429388,1788209087.641509,39.2833,35.1606,35.1606,7.7842,5.9574,1,1,0
5.436468,1788209087.650497,39.4057,35.4051,35.4051,7.9042,6.0788,1,1,0
5.444679,1788209087.657714,39.8666,35.6138,35.6138,8.0242,6.1988,1,1,0
5.452746,1788209087.666776,40.4741,35.8956,35.8956,8.1442,6.3210,1,1,0
5.461148,1788209087.674217,39.8709,36.0868,36.0868,8.2642,6.4421,1,1,0
5.469140,1788209087.674217,39.8709,36.2815,36.2815,8.3842,6.5610,1,1,0
5.477443,1788209087.683169,40.3725,36.5154,36.5154,8.5042,6.6536,1,1,0
5.485065,1788209087.691472,40.1597,36.7092,36.7092,8.6242,6.8039,1,1,0
5.493106,1788209087.700169,40.7827,36.9354,36.9354,8.7442,6.9211,1,1,0
5.501168,1788209087.708217,40.8887,37.1393,37.1393,8.8642,7.0419,1,1,0
5.509575,1788209087.716233,40.9475,37.3347,37.3347,8.9842,7.1599,1,1,0
5.517492,1788209087.725533,40.8956,37.5448,37.5448,9.1042,7.2476,1,1,0
5.525683,1788209087.732609,41.2992,37.7156,37.7156,9.2242,7.3962,1,1,0
5.533280,1788209087.741304,41.0096,37.8977,37.8977,9.3442,7.4869,1,1,0
5.541394,1788209087.749312,40.9657,38.0545,38.0545,9.4642,7.6377,1,1,0
5.549160,1788209087.758287,40.9071,38.2165,38.2165,9.5842,7.7563,1,1,0
5.557162,1788209087.767201,41.2342,38.3867,38.3867,9.7042,7.8784,1,1,0
5.565561,1788209087.774490,41.3959,38.5268,38.5268,9.8242,7.9999,1,1,0
5.573480,1788209087.782587,41.1925,38.6638,38.6638,9.9442,8.1212,1,1,0
5.581881,1788209087.791899,41.2978,38.8180,38.8180,10.0642,8.2419,1,1,0
5.589880,1788209087.799009,41.5996,38.9441,38.9441,10.1842,8.3606,1,1,0
5.597095,1788209087.807571,41.4431,39.0790,39.0790,10.3042,8.4812,1,1,0
5.605096,1788209087.816212,41.4124,39.2060,39.2060,10.4242,8.5978,1,1,0
5.613309,1788209087.824474,41.9086,39.3468,39.3468,10.5442,8.7171,1,1,0
5.620915,1788209087.833338,42.2644,39.5091,39.5091,10.6642,8.8372,1,1,0
5.629477,1788209087.841739,41.6562,39.6225,39.6225,10.7842,8.9538,1,1,0
5.637482,1788209087.849512,41.1521,39.6974,39.6974,10.9042,9.0443,1,1,0
5.644986,1788209087.857512,41.4092,39.7835,39.7835,11.0242,9.1658,1,1,0
5.653523,1788209087.865641,41.4350,39.8677,39.8677,11.1442,9.2844,1,1,0
5.661522,1788209087.865641,41.4350,39.9464,39.9464,11.2642,9.4346,1,1,0
5.669217,1788209087.883246,41.0100,40.0567,40.0567,11.3842,9.5272,1,1,0
5.677134,1788209087.883246,41.0100,40.1043,40.1043,11.5042,9.6781,1,1,0
5.685388,1788209087.899417,41.4542,40.2335,40.2335,11.6242,9.7700,1,1,0
5.693904,1788209087.899417,41.4542,40.2942,40.2942,11.7442,9.8625,1,1,0
5.701933,1788209087.907934,41.5027,40.3579,40.3579,11.8642,9.8625,1,1,0
5.709444,1788209087.915962,41.1113,40.3954,40.3954,11.9842,10.0437,1,1,0
5.717971,1788209087.924474,40.6939,40.4110,40.4110,12.1042,10.2473,1,1,0
5.726044,1788209087.933076,40.8121,40.4323,40.4323,12.2242,10.2473,1,1,0
5.733944,1788209087.941661,40.3592,40.4284,40.4284,12.3442,10.2473,1,1,0
5.741533,1788209087.950567,40.8929,40.4538,40.4538,12.4642,10.4551,1,1,0
5.750047,1788209087.958489,40.8859,40.4749,40.4749,12.5842,10.6306,1,1,0
5.757844,1788209087.965855,40.7225,40.4861,40.4861,12.7042,10.6306,1,1,0
5.766352,1788209087.973958,40.8145,40.5025,40.5025,12.8242,10.8419,1,1,0
5.774453,1788209087.982474,40.1035,40.4817,40.4817,12.9442,10.8419,1,1,0
5.781872,1788209087.990478,39.8860,40.4525,40.4525,13.0642,11.0484,1,1,0
5.790621,1788209087.998741,40.3217,40.4459,40.4459,13.1842,11.0484,1,1,0
5.797613,1788209088.008734,39.7272,40.4026,40.4026,13.3042,11.2253,1,1,0
5.805912,1788209088.015948,39.5436,40.3646,40.3646,13.4242,11.2253,1,1,0
5.814440,1788209088.024543,39.7067,40.3303,40.3303,13.5442,11.4269,1,1,0
5.822182,1788209088.033603,39.2758,40.2726,40.2726,13.6642,11.4269,1,1,0
5.830184,1788209088.041212,39.1959,40.2228,40.2228,13.7842,11.6360,1,1,0
5.838870,1788209088.049987,38.7767,40.1463,40.1463,13.9042,11.6360,1,1,0
5.846865,1788209088.057896,38.7042,40.0773,40.0773,14.0242,11.8140,1,1,0
5.854273,1788209088.066211,38.4859,39.9975,39.9975,14.1442,12.2841,1,1,0
5.862193,1788209088.074312,38.6086,39.9297,39.9297,14.2642,12.3996,1,1,0
5.870214,1788209088.082570,38.2277,39.8452,39.8452,14.3842,12.5158,1,1,0
5.877903,1788209088.091933,38.5231,39.7714,39.7714,14.5042,12.6361,1,1,0
5.886613,1788209088.099646,37.6427,39.6727,39.6727,14.6242,12.7544,1,1,0
5.894617,1788209088.107733,37.8278,39.5833,39.5833,14.7442,12.8175,1,1,0
5.902861,1788209088.115874,37.2460,39.4695,39.4695,14.8642,12.9991,1,1,0
5.910389,1788209088.115874,37.2460,39.3630,39.3630,14.9842,13.1518,1,1,0
5.918550,1788209088.132580,37.2035,39.1573,39.1573,15.1042,13.2480,1,1,0
5.926569,1788209088.132580,37.2035,39.0634,39.0634,15.2242,13.3746,1,1,0
5.934556,1788209088.140598,36.4373,38.9368,38.9368,15.3442,13.5003,1,1,0
5.942258,1788209088.150187,36.4189,38.7927,38.7927,15.4642,13.6322,1,1,0
5.951200,1788209088.157193,36.5689,38.6982,38.6982,15.5842,13.7945,1,1,0
5.958763,1788209088.166888,35.8813,38.5349,38.5349,15.7042,13.9217,1,1,0
5.966360,1788209088.174881,35.3981,38.3832,38.3832,15.8242,14.0515,1,1,0
5.975102,1788209088.183137,35.3159,38.2300,38.2300,15.9442,14.1443,1,1,0
5.982668,1788209088.192134,35.2697,38.0693,38.0693,16.0642,14.3058,1,1,0
5.991084,1788209088.200011,34.9054,37.9177,37.9177,16.1842,14.4309,1,1,0
5.999059,1788209088.208103,34.7354,37.7611,37.7611,16.3042,14.5256,1,1,0
6.006765,1788209088.216880,33.9722,37.5593,37.5593,16.4242,14.6850,1,1,0
6.014392,1788209088.224482,33.4095,37.3662,37.3662,16.5442,14.8121,1,1,0
6.023173,1788209088.232670,33.4713,37.1713,37.1713,16.6642,14.9083,1,1,0
6.031177,1788209088.241204,32.7600,36.9413,36.9413,16.7842,15.0657,1,1,0
6.038781,1788209088.249900,32.5191,36.7061,36.7061,16.9042,15.1949,1,1,0
6.046781,1788209088.258899,32.1919,36.4578,36.4578,17.0242,15.3212,1,1,0
6.054696,1788209088.266720,31.7251,36.2295,36.2295,17.1442,15.4441,1,1,0
6.062679,1788209088.274714,32.0880,36.0252,36.0252,17.2642,15.5705,1,1,0
6.070719,1788209088.283661,31.3824,35.7700,35.7700,17.3842,15.6885,1,1,0
6.079163,1788209088.290742,31.2236,35.5695,35.5695,17.5042,15.8114,1,1,0
6.086076,1788209088.300106,30.6434,35.2860,35.2860,17.6242,15.9343,1,1,0
6.095515,1788209088.308526,29.9384,35.0071,35.0071,17.7442,16.0532,1,1,0
6.103503,1788209088.316115,29.6858,34.7551,34.7551,17.8642,16.1726,1,1,0
6.111127,1788209088.324235,29.4383,34.4862,34.4862,17.9842,16.2948,1,1,0
6.118754,1788209088.332783,29.0764,34.1985,34.1985,18.1042,16.4178,1,1,0
6.127449,1788209088.332783,29.0764,33.9424,33.9424,18.2242,16.5400,1,1,0
6.134446,1788209088.341478,28.4091,33.6425,33.6425,18.3442,16.6594,1,1,0
6.142720,1788209088.349986,28.5362,33.3711,33.3711,18.4642,16.7549,1,1,0
6.151630,1788209088.357659,28.1749,33.1204,33.1204,18.5842,16.9067,1,1,0
6.159037,1788209088.367187,27.7399,32.8014,32.8014,18.7042,17.0282,1,1,0
6.167031,1788209088.375070,27.1946,32.5232,32.5232,18.8242,17.1497,1,1,0
6.175818,1788209088.383043,26.6592,32.2286,32.2286,18.9442,17.2678,1,1,0
6.183818,1788209088.391944,26.0138,31.8816,31.8816,19.0642,17.3880,1,1,0
6.191039,1788209088.398961,26.0600,31.6218,31.6218,19.1842,17.5061,1,1,0
6.199128,1788209088.408080,25.5418,31.2735,31.2735,19.3042,17.6255,1,1,0
6.206146,1788209088.416156,25.2225,30.9641,30.9641,19.4242,17.7169,1,1,0
6.215685,1788209088.424715,24.8683,30.6344,30.6344,19.5442,17.8365,1,1,0
6.223674,1788209088.433709,24.5513,30.2893,30.2893,19.6642,17.9895,1,1,0
6.231676,1788209088.440794,23.7190,29.9915,29.9915,19.7842,18.1117,1,1,0
6.239959,1788209088.448794,23.4529,29.6584,29.6584,19.9042,18.2319,1,1,0
6.247875,1788209088.458028,22.8087,29.2583,29.2583,20.0000,18.3513,0,1,0
6.254393,1788209088.466912,22.4980,28.8771,28.8771,20.0000,18.4722,0,1,0
6.263100,1788209088.474217,22.0139,28.5551,28.5551,20.0000,18.5917,0,1,0
6.270685,1788209088.482720,21.9160,28.1949,28.1949,20.0000,18.7125,0,1,0
6.279210,1788209088.491243,21.3226,27.8209,27.8209,20.0000,18.8257,0,1,0
6.288055,1788209088.499485,20.6560,27.4426,27.4426,20.0000,18.9118,0,1,0
6.296164,1788209088.508196,20.1685,27.0374,27.0374,20.0000,19.0430,0,1,0
6.304167,1788209088.516264,19.7749,26.6606,26.6606,20.0000,19.1193,0,1,0
6.312026,1788209088.524984,19.1118,26.2387,26.2387,20.0000,19.2353,0,1,0
6.319619,1788209088.532650,18.8351,25.8718,25.8718,20.0000,19.3183,0,1,0
6.327511,1788209088.541541,18.9905,25.4792,25.4792,20.0000,19.3917,0,1,0
6.335512,1788209088.549541,17.8560,25.0851,25.0851,20.0000,19.4651,0,1,0
6.343719,1788209088.549541,17.8560,24.7109,24.7109,20.0000,19.5282,0,1,0
6.351718,1788209088.557748,17.7528,24.3417,24.3417,20.0000,19.5873,0,1,0
6.360037,1788209088.566842,17.3996,23.9357,23.9357,20.0000,19.6408,0,1,0
6.368033,1788209088.574066,16.6772,23.5939,23.5939,20.0000,19.6895,0,1,0
6.375472,1788209088.583141,15.8822,23.1429,23.1429,20.0000,19.7292,0,1,0
6.383563,1788209088.591587,15.8318,22.7430,22.7430,20.0000,19.7676,0,1,0
6.391093,1788209088.600599,14.8738,22.2851,22.2851,20.0000,19.8038,0,1,0
6.400311,1788209088.607825,14.7362,21.9283,21.9283,20.0000,19.8306,0,1,0
6.408260,1788209088.616861,14.4985,21.4941,21.4941,20.0000,19.8580,0,1,0
6.416228,1788209088.623938,13.9746,21.1451,21.1451,20.0000,19.8799,0,1,0
6.423227,1788209088.633261,13.4452,20.6809,20.6809,20.0000,19.8997,0,1,0
6.432092,1788209088.642122,12.9496,20.2364,20.2364,20.0000,19.9175,0,1,0
6.439090,1788209088.649168,12.3207,19.8696,19.8696,19.8800,19.9298,1,0,0
6.448321,1788209088.657355,12.0228,19.4500,19.4500,19.7600,19.9435,1,0,0
6.456322,1788209088.666483,11.6062,18.9850,18.9850,19.6400,19.9536,1,0,0
6.464628,1788209088.674740,11.1361,18.5614,18.5614,19.5200,19.9589,1,0,0
6.471626,1788209088.683736,10.6313,18.0972,18.0972,19.4000,19.9614,1,0,0
6.480569,1788209088.691692,10.1987,17.6851,17.6851,19.2800,19.9528,1,0,0
6.487626,1788209088.700619,9.7279,17.2222,17.2222,19.1600,19.9381,1,0,0
6.495684,1788209088.707697,9.2800,16.8508,16.8508,19.0400,19.9192,1,0,0
6.503680,1788209088.715713,9.2771,16.4520,16.4520,18.9200,19.9003,1,0,0
6.511997,1788209088.725012,8.1504,15.9490,15.9490,18.8000,19.8572,1,0,0
6.520503,1788209088.733543,8.2160,15.5169,15.5169,18.6800,19.8113,1,0,0
6.528020,1788209088.741047,7.3469,15.1121,15.1121,18.5600,19.7613,1,0,0
6.536032,1788209088.749062,6.1979,14.6414,14.6414,18.4400,19.7032,1,0,0
6.544072,1788209088.758101,5.8939,14.1237,14.1237,18.3200,19.6417,1,0,0
6.552312,1788209088.758101,5.8939,13.6893,13.6893,18.2000,19.5697,1,0,0
6.560311,1788209088.766342,5.8805,13.2654,13.2654,18.0800,19.4937,1,0,0
6.567921,1788209088.775853,5.3147,12.7714,12.7714,17.9600,19.4122,1,0,0
6.576841,1788209088.782940,4.4276,12.3784,12.3784,17.8400,19.3252,1,0,0
6.584134,1788209088.791386,3.9307,11.9083,11.9083,17.7200,19.2348,1,0,0
6.592131,1788209088.800116,3.6998,11.4369,11.4369,17.6000,19.1430,1,0,0
6.600459,1788209088.808665,3.7612,11.0047,11.0047,17.4800,19.0457,1,0,0
6.608375,1788209088.816490,3.1554,10.5981,10.5981,17.3600,18.9436,1,0,0
6.616549,1788209088.824913,2.7453,10.1618,10.1618,17.2400,18.8415,1,0,0
6.624332,1788209088.833662,2.6634,9.7302,9.7302,17.1200,18.8153,1,0,0
6.631999,1788209088.841459,1.9221,9.3270,9.3270,17.0000,18.6302,1,0,0
6.640856,1788209088.849938,1.2087,8.8730,8.8730,16.8800,18.5209,1,0,0
6.647952,1788209088.857994,0.8063,8.4430,8.4430,16.7600,18.4083,1,0,0
6.655910,1788209088.867045,0.4157,7.9655,7.9655,16.6400,18.2943,1,0,0
6.663912,1788209088.875016,0.1886,7.5550,7.5550,16.5200,18.1781,1,0,0
6.672101,1788209088.882132,-0.4538,7.1752,7.1752,16.4000,18.0655,1,0,0
6.680108,1788209088.891133,-0.8184,6.7017,6.7017,16.2800,17.9480,1,0,0
6.688257,1788209088.899293,-1.2414,6.2727,6.2727,16.1600,17.8031,1,0,0
6.696310,1788209088.908370,-2.0162,5.7778,5.7778,16.0400,17.7151,1,0,0
6.704661,1788209088.915650,-2.1514,5.3932,5.3932,15.9200,17.6279,1,0,0
6.712173,1788209088.923676,-2.1746,4.9905,4.9905,15.8000,17.4816,1,0,0
6.720059,1788209088.933083,-2.8862,4.5041,4.5041,15.6800,17.3607,1,0,0
6.728590,1788209088.941619,-3.4859,4.0537,4.0537,15.5600,17.2109,1,0,0
6.736146,1788209088.950176,-3.3432,3.6360,3.6360,15.4400,17.1519,1,0,0
6.744138,1788209088.957176,-4.2957,3.2654,3.2654,15.3200,17.0002,1,0,0
6.753265,1788209088.966278,-4.9070,2.7759,2.7759,15.2000,16.8519,1,0,0
6.760259,1788209088.974288,-4.8158,2.3728,2.3728,15.0800,16.7592,1,0,0
6.768487,1788209088.982516,-5.3591,1.9516,1.9516,14.9600,16.6095,1,0,0
6.777196,1788209088.982516,-5.3591,1.5639,1.5639,14.8400,16.4893,1,0,0
6.784699,1788209088.991225,-5.8032,1.1408,1.1408,14.7200,16.4309,1,0,0
6.792709,1788209088.999749,-5.8408,0.7481,0.7481,14.6000,16.4309,1,0,0
6.800299,1788209089.008743,-6.4083,0.3250,0.3250,14.4800,16.1294,1,0,0
6.808177,1788209089.016109,-6.8513,-0.0264,-0.0264,14.3600,16.0135,1,0,0
6.815878,1788209089.024902,-6.9336,-0.4260,-0.4260,14.2400,15.8975,1,0,0
6.823649,1788209089.033610,-7.5607,-0.8348,-0.8348,14.1200,15.7809,1,0,0
6.832386,1788209089.041363,-8.1848,-1.2122,-1.2122,14.0000,15.6936,1,0,0
6.840985,1788209089.050003,-8.6572,-1.6356,-1.6356,13.8800,15.5529,1,0,0
6.848986,1788209089.058110,-8.8560,-2.0222,-2.0222,13.7600,15.4396,1,0,0
6.857136,1788209089.067158,-9.1149,-2.4432,-2.4432,13.6400,15.3262,1,0,0
6.865142,1788209089.074255,-9.0082,-2.7529,-2.7529,13.5200,15.2088,1,0,0
6.873111,1788209089.083373,-9.4654,-3.1538,-3.1538,13.4000,15.1237,1,0,0
6.881031,1788209089.091104,-9.9771,-3.5026,-3.5026,13.2800,15.0075,1,0,0
6.888733,1788209089.099745,-10.3422,-3.8908,-3.8908,13.1600,14.8632,1,0,0
6.896731,1788209089.107832,-10.3179,-4.2333,-4.2333,13.0400,14.7491,1,0,0
6.905097,1788209089.117115,-11.0060,-4.6439,-4.6439,12.9200,14.6618,1,0,0
6.912702,1788209089.124224,-11.4277,-4.9636,-4.9636,12.8000,14.5210,1,0,0
6.921183,1788209089.132417,-11.3781,-5.3093,-5.3093,12.6800,14.4075,1,0,0
6.929184,1788209089.141215,-11.5131,-5.6666,-5.6666,12.5600,14.2934,1,0,0
6.937231,1788209089.149750,-12.7616,-6.0636,-6.0636,12.4400,14.1800,1,0,0
6.945236,1788209089.158264,-12.6503,-6.4312,-6.4312,12.3200,14.0652,1,0,0
6.952885,1788209089.158264,-12.6503,-6.7582,-6.7582,12.2000,13.9477,1,0,0
6.960673,1788209089.174702,-13.5074,-7.4463,-7.4463,12.0800,13.8301,1,0,0
6.968763,1788209089.182793,-13.5521,-7.7694,-7.7694,11.9600,13.7099,1,0,0
6.976957,1788209089.190986,-13.7289,-8.0883,-8.0883,11.8400,13.5916,1,0,0
6.985047,1788209089.199077,-13.7346,-8.3867,-8.3867,11.7200,13.4734,1,0,0
6.993851,1788209089.199077,-13.7346,-8.6662,-8.6662,11.6000,13.3531,1,0,0
7.001848,1788209089.207880,-14.1161,-8.9777,-8.9777,11.4800,13.2665,1,0,0
7.009387,1788209089.216961,-14.6406,-9.3106,-9.3106,11.3600,13.1167,1,0,0
7.017030,1788209089.224502,-14.3596,-9.5595,-9.5595,11.2400,12.9999,1,0,0
7.025724,1788209089.233144,-14.6758,-9.8461,-9.8461,11.1200,12.8796,1,0,0
7.033160,1788209089.241380,-14.8350,-10.1130,-10.1130,11.0000,12.7607,1,0,0
7.041162,1788209089.250283,-15.2106,-10.4062,-10.4062,10.8800,12.6398,1,0,0
7.049853,1788209089.258783,-15.0032,-10.6590,-10.6590,10.7600,12.5216,1,0,0
7.057852,1788209089.265911,-15.8199,-10.8992,-10.8992,10.6400,12.4055,1,0,0
7.065598,1788209089.275623,-16.3810,-11.2406,-11.2406,10.5200,12.2852,1,0,0
7.073598,1788209089.282638,-15.6762,-11.4436,-11.4436,10.4000,12.1649,1,0,0
7.081656,1788209089.290716,-16.5199,-11.7091,-11.7091,10.2800,12.0474,1,0,0
7.089655,1788209089.298766,-16.3447,-11.9506,-11.9506,10.1600,11.9244,1,0,0
7.097720,1788209089.308188,-16.4948,-12.2249,-12.2249,10.0400,11.8027,1,0,0
7.105719,1788209089.316750,-16.7290,-12.4731,-12.4731,9.9200,11.6811,1,0,0
7.113381,1788209089.323832,-16.3598,-12.6518,-12.6518,9.8000,11.5603,1,0,0
7.121381,1788209089.333410,-17.1935,-12.9294,-12.9294,9.6800,11.4382,1,0,0
7.129157,1788209089.342171,-17.0909,-13.1631,-13.1631,9.5600,11.3196,1,0,0
7.137664,1788209089.349694,-17.4964,-13.3736,-13.3736,9.4400,11.1975,1,0,0
7.145799,1788209089.358199,-17.2758,-13.5863,-13.5863,9.3200,11.0782,1,0,0
7.153567,1788209089.366563,-17.5371,-13.7981,-13.7981,9.2000,10.9594,1,0,0
7.161981,1788209089.373601,-17.1907,-13.9523,-13.9523,9.0800,10.8381,1,0,0
7.169986,1788209089.383015,-17.8586,-14.1860,-14.1860,8.9600,10.7208,1,0,0
7.178019,1788209089.391542,-17.7506,-14.3800,-14.3800,8.8400,10.6049,1,0,0
7.186124,1788209089.391542,-17.7506,-14.5525,-14.5525,8.7200,10.4848,1,0,0
7.193125,1788209089.407154,-17.8170,-14.8624,-14.8624,8.6000,10.3682,1,0,0
7.201333,1788209089.407154,-17.8170,-15.0129,-15.0129,8.4800,10.2509,1,0,0
7.209334,1788209089.416364,-18.6421,-15.2239,-15.2239,8.3600,10.1282,1,0,0
7.217324,1788209089.424957,-18.4858,-15.4014,-15.4014,8.2400,10.0102,1,0,0
7.225323,1788209089.433406,-17.9807,-15.5393,-15.5393,8.1200,9.8881,1,0,0
7.234496,1788209089.442924,-17.5719,-15.6607,-15.6607,8.0000,9.7681,1,0,0
7.241437,1788209089.449526,-18.8710,-15.7962,-15.7962,7.8800,9.6453,1,0,0
7.249644,1788209089.458132,-18.1760,-15.9252,-15.9252,7.7600,9.5253,1,0,0
7.257634,1788209089.466666,-18.5494,-16.0663,-16.0663,7.6400,9.4004,1,0,0
7.265263,1788209089.474678,-18.1652,-16.1724,-16.1724,7.5200,9.2825,1,0,0
7.273960,1788209089.482992,-18.1530,-16.2761,-16.2761,7.4000,9.1604,1,0,0
7.281779,1788209089.491002,-18.5712,-16.3918,-16.3918,7.2800,9.0411,1,0,0
7.289600,1788209089.499714,-18.6739,-16.5164,-16.5164,7.1600,8.9231,1,0,0
7.298042,1788209089.508306,-18.3467,-16.6148,-16.6148,7.0400,8.8059,1,0,0
7.305979,1788209089.516007,-18.9167,-16.7263,-16.7263,6.9200,8.6866,1,0,0
7.313829,1788209089.524100,-18.0750,-16.7947,-16.7947,6.8000,8.5665,1,0,0
7.321833,1788209089.533856,-18.1265,-16.8752,-16.8752,6.6800,8.4498,1,0,0
7.330214,1788209089.540953,-18.1770,-16.9333,-16.9333,6.5600,8.3277,1,0,0
7.338515,1788209089.549629,-18.3380,-17.0090,-17.0090,6.4400,8.2083,1,0,0
7.346101,1788209089.558624,-18.3869,-17.0859,-17.0859,6.3200,8.0863,1,0,0
7.353919,1788209089.565952,-18.0363,-17.1294,-17.1294,6.2000,7.9635,1,0,0
7.361877,1788209089.574860,-18.0690,-17.1812,-17.1812,6.0800,7.8428,1,0,0
7.371033,1788209089.583062,-17.4993,-17.1974,-17.1974,5.9600,7.7208,1,0,0
7.378035,1788209089.591063,-17.5661,-17.2157,-17.2157,5.8400,7.6330,1,0,0
7.385317,1788209089.599346,-17.9071,-17.2511,-17.2511,5.7200,7.4841,1,0,0
7.394576,1788209089.607521,-18.4090,-17.3096,-17.3096,5.6000,7.3627,1,0,0
7.402205,1788209089.607521,-18.4090,-17.3639,-17.3639,5.4800,7.2448,1,0,0
7.411205,1788209089.616234,-18.1270,-17.4048,-17.4048,5.3600,7.1281,1,0,0
7.418161,1788209089.624682,-17.6981,-17.4200,-17.4200,5.2400,7.0094,1,0,0
7.426222,1788209089.633207,-17.4917,-17.4238,-17.4238,5.1200,6.8908,1,0,0
7.433714,1788209089.642797,-17.0565,-17.4024,-17.4024,5.0000,6.7701,1,0,0
